id,form_id,name,form_name,type1,type2,hp,attack,defense,special_attack,special_defense,speed,bst,ability1,ability2,hidden_ability,egg_group1,egg_group2,growth_rate,catch_rate,base_exp
STEELIX,0,Steelix,,STEEL,GROUND,75,85,200,55,65,30,510,ROCKHEAD,STURDY,SHEERFORCE,Mineral,,Medium,25,179
STEELIX_1,1,Steelix,,STEEL,GROUND,75,125,230,55,95,30,610,SANDFORCE,,SANDFORCE,Mineral,,Medium,25,214
STEENEE,0,Steenee,,GRASS,,52,40,48,40,48,62,290,LEAFGUARD,OBLIVIOUS,SWEETVEIL,Grass,,Parabolic,120,102
STONJOURNER,0,Stonjourner,,ROCK,,100,125,135,20,20,70,470,POWERSPOT,,,Mineral,,Slow,60,165
STOUTLAND,0,Stoutland,,NORMAL,,85,110,90,45,90,80,500,INTIMIDATE,SANDRUSH,SCRAPPY,Field,,Parabolic,45,250
STUFFUL,0,Stufful,,NORMAL,FIGHTING,70,75,50,45,50,50,340,FLUFFY,KLUTZ,CUTECHARM,Field,,Medium,140,68
STUNFISK,0,Stunfisk,,GROUND,ELECTRIC,109,66,84,81,99,32,471,STATIC,LIMBER,SANDVEIL,Water1,Amorphous,Medium,75,165
STUNFISK_1,1,Stunfisk,,GROUND,STEEL,109,81,99,66,84,32,471,MIMICRY,,MIMICRY,Water1,Amorphous,Medium,75,165
STUNKY,0,Stunky,,POISON,DARK,63,63,47,41,41,74,329,STENCH,AFTERMATH,KEENEYE,Field,,Medium,225,66
SUDOWOODO,0,Sudowoodo,,ROCK,,85,100,115,30,75,30,435,MIMICRY,ROCKHEAD,RATTLED,Mineral,,Medium,65,144
SUICUNE,0,Suicune,,WATER,,100,75,115,90,115,85,580,PRESSURE,,INNERFOCUS,Undiscovered,,Slow,3,290
SUNFLORA,0,Sunflora,,GRASS,,75,75,55,105,85,30,425,CHLOROPHYLL,SOLARPOWER,EARLYBIRD,Grass,,Parabolic,120,149
SUNFLORA_1,1,Sunflora,,GRASS,WATER,90,75,75,75,75,35,425,RAINDISH,MIMICRY,CURIOUSMEDICINE,Grass,,Parabolic,120,149
SUNFOOLERY,0,Sunfoolery,,GRASS,WATER,105,85,85,85,105,30,495,RAINDISH,PRANKSTER,CURIOUSMEDICINE,Grass,,Parabolic,120,213
SUNKERN,0,Sunkern,,GRASS,,40,40,40,40,40,40,240,CHLOROPHYLL,MIMICRY,EARLYBIRD,Grass,,Parabolic,235,36
SUNNEE,0,WIP,,NORMAL,SOUND,1,1,1,1,1,1,6,RUNAWAY,,,Undiscovered,,Slow,1,100
SURSKIT,0,Surskit,,BUG,WATER,40,30,32,50,52,65,269,SWIFTSWIM,,RAINDISH,Water1,Bug,Medium,200,54
SWABLU,0,Swablu,,NORMAL,FLYING,45,40,60,40,75,50,310,NATURALCURE,CLOUDNINE,CUTECHARM,Flying,Dragon,Erratic,255,62
SWADLOON,0,Swadloon,,BUG,GRASS,55,63,90,50,80,42,380,LEAFGUARD,CHLOROPHYLL,SILKSURGE,Bug,,Parabolic,120,133
SWALOT,0,Swalot,,POISON,,100,73,83,73,83,55,467,LIQUIDOOZE,STICKYHOLD,GLUTTONY,Amorphous,,Fluctuating,75,163
SWAMPERT,0,Swampert,,WATER,GROUND,100,110,90,85,90,60,535,TORRENT,,DAMP,Monster,Water1,Parabolic,45,268
SWAMPERT_1,1,Swampert,,WATER,GROUND,100,150,110,95,110,70,635,SWIFTSWIM,,SWIFTSWIM,Monster,Water1,Parabolic,45,318
SWANNA,0,Swanna,,WATER,FLYING,75,87,63,87,63,98,473,KEENEYE,BIGPECKS,HYDRATION,Water1,Flying,Medium,45,166
SWELEPHANT,0,Swelephant,,WATER,FIGHTING,105,114,101,60,92,63,535,TORRENT,,PRESSURIZE,Water1,Monster,Parabolic,45,100
SWELLOW,0,Swellow,,SOUND,FLYING,60,85,60,85,50,125,465,GUTS,,AERILATE,Flying,,Parabolic,45,159
SWINUB,0,Swinub,,ICE,GROUND,50,50,40,30,30,50,250,OBLIVIOUS,SNOWCLOAK,THICKFAT,Field,,Slow,225,50
SWIRLIX,0,Swirlix,,FAIRY,,62,48,66,59,57,49,341,SWEETVEIL,,UNBURDEN,Fairy,,Medium,200,68
SWIRLIXX,0,WIP,,NORMAL,SOUND,1,1,1,1,1,1,6,RUNAWAY,,,Undiscovered,,Slow,1,100
SWOOBAT,0,Swoobat,,PSYCHIC,FLYING,67,57,55,77,55,114,425,UNAWARE,KLUTZ,SIMPLE,Field,Flying,Medium,45,149
SYLVEON,0,Sylveon,,FAIRY,,95,65,65,110,130,60,525,CUTECHARM,,PIXILATE,Field,,Medium,45,184
TADBULB,0,Tadbulb,,ELECTRIC,,61,31,41,59,35,45,272,OWNTEMPO,STATIC,DAMP,Water1,,Medium,190,54
TAILLOW,0,Taillow,,NORMAL,FLYING,40,55,30,30,30,85,270,GUTS,,SCRAPPY,Flying,,Parabolic,200,54
TALONFLAME,0,Talonflame,,FIRE,FLYING,78,81,71,74,69,126,499,FLAMEBODY,,GALEWINGS,Flying,,Parabolic,45,175
TANDEMAUS,0,Tandemaus,,NORMAL,,50,50,45,40,45,75,305,RUNAWAY,PICKUP,OWNTEMPO,Field,Fairy,Fast,150,61
TANGELA,0,Tangela,,GRASS,,65,55,115,100,40,60,435,CHLOROPHYLL,LEAFGUARD,REGENERATOR,Grass,,Medium,45,87
TANGROWTH,0,Tangrowth,,GRASS,,100,100,125,110,50,50,535,CHLOROPHYLL,LEAFGUARD,REGENERATOR,Grass,,Medium,30,187
TAPUBULU,0,Tapu Bulu,,GRASS,FAIRY,70,130,115,85,95,75,570,GRASSYSURGE,,TELEPATHY,Undiscovered,,Slow,3,285
TAPUBULUX,0,WIP,,NORMAL,SOUND,1,1,1,1,1,1,6,RUNAWAY,,,Undiscovered,,Slow,1,100
TAPUFINI,0,Tapu Fini,,WATER,FAIRY,70,75,115,95,130,85,570,MISTYSURGE,,TELEPATHY,Undiscovered,,Slow,3,285
TAPUFINIX,0,WIP,,NORMAL,SOUND,1,1,1,1,1,1,6,RUNAWAY,,,Undiscovered,,Slow,1,100
TAPUKOKO,0,Tapu Koko,,ELECTRIC,FAIRY,70,115,85,95,75,130,570,ELECTRICSURGE,,TELEPATHY,Undiscovered,,Slow,3,285
TAPUKOKOX,0,WIP,,NORMAL,SOUND,1,1,1,1,1,1,6,RUNAWAY,,,Undiscovered,,Slow,1,100
TAPULELE,0,Tapu Lele,,PSYCHIC,FAIRY,70,85,75,130,115,95,570,PSYCHICSURGE,,TELEPATHY,Undiscovered,,Slow,3,285
TAPULELEX,0,WIP,,NORMAL,SOUND,1,1,1,1,1,1,6,RUNAWAY,,,Undiscovered,,Slow,1,100
TAROUNTULA,0,Tarountula,,BUG,NORMAL,35,41,45,29,40,20,210,INSOMNIA,SILKSURGE,STAKEOUT,Bug,,Erratic,255,42
TATSUGIRI,0,Tatsugiri,,DRAGON,GRASS,78,60,90,90,105,52,475,STORMDRAIN,RAINDISH,CUDCHEW,Water2,,Parabolic,100,166
TAUROS,0,Tauros,,NORMAL,,85,105,95,30,70,115,500,RECKLESS,ANGERPOINT,INTIMIDATE,Field,,Slow,45,172
TAUROS_1,1,Tauros,,FIGHTING,,85,115,110,30,70,90,500,STAMINA,ANGERPOINT,INTIMIDATE,Field,,Slow,45,172
TAUROS_2,2,Tauros,,FIGHTING,FIRE,85,110,100,30,70,105,500,SHEERFORCE,ANGERPOINT,INTIMIDATE,Field,,Slow,45,172
TAUROS_3,3,Tauros,,FIGHTING,WATER,85,110,100,30,70,105,500,PROPELLERTAIL,ANGERPOINT,INTIMIDATE,Field,,Slow,45,172
TEDDIURSA,0,Teddiursa,,NORMAL,,60,80,50,50,50,40,330,PICKUP,QUICKFEET,HONEYGATHER,Field,,Medium,120,66
TENTACOOL,0,Tentacool,,WATER,POISON,40,40,35,50,100,70,335,CLEARBODY,LIQUIDOOZE,RAINDISH,Water3,,Slow,190,67
TENTACRUEL,0,Tentacruel,,WATER,POISON,80,70,65,80,120,100,515,CLEARBODY,LIQUIDOOZE,RAINDISH,Water3,,Slow,60,180
TEPIG,0,Tepig,,FIRE,,65,63,45,45,45,45,308,BLAZE,,THICKFAT,Field,,Parabolic,45,62
TERAPAGOS,0,Terapagos,,NORMAL,,90,65,85,65,85,60,450,TERASHIFT,,,Undiscovered,,Slow,255,90
TERAPAGOS_1,1,Terapagos,,NORMAL,,95,95,110,105,110,85,600,TERASHELL,,,Undiscovered,,Slow,255,90
TERAPAGOS_2,2,Terapagos,,NORMAL,,160,105,110,130,110,85,700,TERAFORMZERO,,,Undiscovered,,Slow,255,90
TERRAKION,0,Terrakion,,ROCK,FIGHTING,91,129,90,72,90,108,580,JUSTIFIED,,,Undiscovered,,Slow,3,290
THIEVUL,0,Thievul,,DARK,,70,58,58,87,92,90,455,RUNAWAY,UNBURDEN,STAKEOUT,Field,,Fast,127,159
THROH,0,Throh,,FIGHTING,,120,100,85,30,85,45,465,GUTS,INNERFOCUS,MOLDBREAKER,Humanlike,,Medium,45,163
THUNDURUS,0,Thundurus,,ELECTRIC,FLYING,79,115,70,125,80,111,580,PRANKSTER,,DEFIANT,Undiscovered,,Slow,3,290
THUNDURUS_1,1,Thundurus,,ELECTRIC,FLYING,79,105,70,145,80,101,580,VOLTABSORB,,VOLTABSORB,Undiscovered,,Slow,3,290
THWACKEY,0,Thwackey,,GRASS,,70,85,70,55,60,80,420,OVERGROW,,GRASSYSURGE,Field,Grass,Parabolic,45,147
TIMBURR,0,Timburr,,FIGHTING,,75,80,55,25,35,35,305,GUTS,SHEERFORCE,IRONFIST,Humanlike,,Parabolic,180,61
TINGLU,0,Ting-Lu,,DARK,GROUND,155,110,125,55,80,45,570,VESSELOFRUIN,,,Undiscovered,,Slow,6,285
TINKATINK,0,Tinkatink,,FAIRY,STEEL,50,45,45,35,64,58,297,MOLDBREAKER,OWNTEMPO,PICKPOCKET,Fairy,,Parabolic,190,59
TINKATON,0,Tinkaton,,FAIRY,STEEL,85,75,77,70,105,94,506,MOLDBREAKER,OWNTEMPO,PICKPOCKET,Fairy,,Parabolic,45,253
TINKATUFF,0,Tinkatuff,,FAIRY,STEEL,65,55,55,45,82,78,380,MOLDBREAKER,OWNTEMPO,PICKPOCKET,Fairy,,Parabolic,90,133
TIRTOUGA,0,Tirtouga,,WATER,ROCK,54,78,103,53,45,22,355,SOLIDROCK,STURDY,SWIFTSWIM,Water1,Water3,Medium,45,71
TOEDSCOOL,0,Toedscool,,GROUND,GRASS,40,40,35,50,100,70,335,MYCELIUMMIGHT,,,Grass,,Parabolic,190,67
TOEDSCRUEL,0,Toedscruel,,GROUND,GRASS,80,70,65,80,120,100,515,MYCELIUMMIGHT,,,Grass,,Parabolic,90,180
TOGEDEMARU,0,Togedemaru,,ELECTRIC,STEEL,65,98,63,40,73,96,435,IRONBARBS,LIGHTNINGROD,STURDY,Field,Fairy,Medium,180,152
TOGEKISS,0,Togekiss,,FAIRY,FLYING,85,50,95,120,115,80,545,HEALER,SERENEGRACE,SUPERLUCK,Flying,Fairy,Fast,30,273
TOGEPI,0,Togepi,,FAIRY,,35,20,65,40,65,20,245,HUSTLE,SERENEGRACE,SUPERLUCK,Undiscovered,,Fast,190,49
TOGETIC,0,Togetic,,FAIRY,FLYING,55,40,85,80,105,40,405,HEALER,SERENEGRACE,SUPERLUCK,Flying,Fairy,Fast,75,142
TOKAKLE,0,Tokakle,,SOUND,,66,99,77,66,77,99,484,SIMPLE,PRANKSTER,PROTEAN,Amorphous,,Fast,200,149
TORCHIC,0,Torchic,,FIRE,,45,60,40,70,50,45,310,BLAZE,,SPEEDBOOST,Field,,Parabolic,45,62
TORKOAL,0,Torkoal,,FIRE,,70,85,140,85,70,20,470,WHITESMOKE,DROUGHT,SHELLARMOR,Field,,Medium,90,165
TORNADUS,0,Tornadus,,FLYING,,79,115,70,125,80,111,580,PRANKSTER,,DEFIANT,Undiscovered,,Slow,3,290
TORNADUS_1,1,Tornadus,,FLYING,,79,100,80,110,90,121,580,REGENERATOR,,REGENERATOR,Undiscovered,,Slow,3,290
TORRACAT,0,Torracat,,FIRE,,65,85,50,80,50,90,420,BLAZE,,INTIMIDATE,Field,,Parabolic,45,147
TORTERRA,0,Torterra,,GRASS,GROUND,95,109,105,75,85,56,525,OVERGROW,,SHELLARMOR,Monster,Grass,Parabolic,45,263
TOTODILE,0,Totodile,,WATER,,50,65,64,44,48,43,314,TORRENT,,SHEERFORCE,Monster,Water1,Parabolic,45,63
TOUCANNON,0,Toucannon,,NORMAL,FLYING,80,120,75,75,75,60,485,KEENEYE,SKILLLINK,SHEERFORCE,Flying,,Medium,45,243
TOXAPEX,0,Toxapex,,POISON,WATER,50,63,152,53,142,35,495,MERCILESS,LIMBER,REGENERATOR,Water1,,Medium,75,173
TOXAPEXX,0,WIP,,NORMAL,SOUND,1,1,1,1,1,1,6,RUNAWAY,,,Undiscovered,,Slow,1,100
TOXEL,0,Toxel,,ELECTRIC,POISON,40,38,35,54,35,40,242,RATTLED,STATIC,KLUTZ,Undiscovered,,Parabolic,75,48
TOXICROAK,0,Toxicroak,,POISON,FIGHTING,83,106,65,96,65,85,500,POISONTOUCH,DRYSKIN,COMPETITIVE,Humanlike,,Medium,75,172
TOXTRICITY,0,Toxtricity,,ELECTRIC,SOUND,75,98,70,114,70,75,502,PUNKROCK,PLUS,TECHNICIAN,Humanlike,,Parabolic,45,176
TOXTRICITY_1,1,Toxtricity,,SOUND,POISON,75,98,70,114,70,75,502,PUNKROCK,MINUS,TECHNICIAN,Humanlike,,Parabolic,45,176
TRANQUILL,0,Tranquill,,NORMAL,FLYING,62,77,62,50,42,65,358,BIGPECKS,SUPERLUCK,RIVALRY,Flying,,Parabolic,120,125
TRAPINCH,0,Trapinch,,GROUND,,45,100,45,45,45,10,290,HYPERCUTTER,ARENATRAP,SHEERFORCE,Bug,Dragon,Parabolic,255,58
TREECKO,0,Treecko,,GRASS,,40,45,35,65,55,70,310,OVERGROW,,UNBURDEN,Monster,Dragon,Parabolic,45,62
TREVENANT,0,Trevenant,,GHOST,GRASS,85,120,82,65,82,56,490,NATURALCURE,DISHEARTEN,HARVEST,Grass,Amorphous,Medium,60,166
TRIFOX,0,WIP,,NORMAL,SOUND,1,1,1,1,1,1,6,RUNAWAY,,,Undiscovered,,Slow,1,100
TRISHOUT,0,Trishout,,FIRE,SOUND,58,75,55,48,49,65,350,KEENEYE,,ASTRALRISING,Undiscovered,,Slow,45,100
TRISHOUTX,0,Trishout,,FIRE,SOUND,88,54,105,95,69,89,500,CACOPHONY,,,Undiscovered,,Slow,45,100
TRISHOUT_1,1,Trishout,,FIRE,SOUND,88,105,60,55,54,88,450,GUTS,,SOLARPOWER,Undiscovered,,Slow,45,100
TRISHOUT_2,2,Trishout,,FIRE,SOUND,118,120,74,60,74,104,550,CACOPHONY,,SOLARPOWER,Undiscovered,,Slow,45,100
TRISHOUT_3,3,Trishout,,FIRE,SOUND,133,140,100,95,85,127,680,ASTRALRISING,,ASTRALRISING,Undiscovered,,Slow,45,100
TROGLOLITH,0,Troglolith,,NORMAL,ROCK,95,105,95,50,60,90,495,DEFIANT,,PRIMALPOWER,Humanlike,Field,Medium,75,181
TROGLOLITH_1,1,Troglolith,,NORMAL,ROCK,95,90,105,40,80,75,485,DEFIANT,,PRIMALPOWER,Humanlike,Field,Medium,75,181
TROPIUS,0,Tropius,,GRASS,FLYING,99,68,83,72,87,51,460,CHLOROPHYLL,SOLARPOWER,HARVEST,Monster,Grass,Slow,200,161
TRUBBISH,0,Trubbish,,POISON,,50,50,62,40,62,65,329,STENCH,STICKYHOLD,TOXICDEBRIS,Mineral,,Medium,190,66
TRUMBEAK,0,Trumbeak,,NORMAL,FLYING,55,85,50,40,50,75,355,KEENEYE,SKILLLINK,PICKUP,Flying,,Medium,120,124
TSAREENA,0,Tsareena,,GRASS,,72,120,98,50,98,72,510,LEAFGUARD,QUEENLYMAJESTY,SWEETVEIL,Grass,,Parabolic,45,255
TURTONATOR,0,Turtonator,,FIRE,DRAGON,125,60,91,94,85,30,485,ANGERSHELL,SHELLARMOR,CONFLAGRATE,Monster,Dragon,Medium,70,170
TURTWIG,0,Turtwig,,GRASS,,55,68,64,45,55,31,318,OVERGROW,,SHELLARMOR,Monster,Grass,Parabolic,45,64
TWINZ,0,WIP,,NORMAL,SOUND,1,1,1,1,1,1,6,RUNAWAY,,,Undiscovered,,Slow,1,100
TYMPOLE,0,Tympole,,WATER,SOUND,50,50,40,50,40,64,294,SWIFTSWIM,HYDRATION,WATERABSORB,Water1,,Parabolic,255,59
TYNAMO,0,Tynamo,,ELECTRIC,,35,55,40,45,40,60,275,LEVITATE,,,Amorphous,,Slow,190,55
TYPENULL,0,Type: Null,,NORMAL,,95,95,95,95,95,59,534,BATTLEARMOR,,,Undiscovered,,Slow,3,107
TYPHLOSION,0,Typhlosion,,FIRE,NORMAL,80,90,85,100,70,110,535,BLAZE,,COMPETITIVE,Field,,Parabolic,45,267
TYPHLOSION_1,1,Typhlosion,,FIRE,GHOST,80,77,78,120,85,95,535,BLAZE,,SERENEGRACE,Field,,Parabolic,45,267
TYRANITAR,0,Tyranitar,,ROCK,DARK,100,134,110,95,100,61,600,SANDSTREAM,,UNNERVE,Monster,,Slow,45,300
TYRANITARX,0,WIP,,NORMAL,SOUND,1,1,1,1,1,1,6,RUNAWAY,,,Undiscovered,,Slow,1,100
TYRANITAR_1,1,Tyranitar,,ROCK,DARK,100,164,150,95,120,71,700,SANDSTREAM,,SANDSTREAM,Monster,,Slow,45,350
TYRANTRUM,0,Tyrantrum,,ROCK,DRAGON,82,121,119,69,59,71,521,STRONGJAW,,ROCKHEAD,Monster,Dragon,Medium,45,182
TYROGUE,0,Tyrogue,,FIGHTING,,40,55,55,35,55,55,295,GUTS,STEADFAST,SCRAPPY,Undiscovered,,Medium,75,42
TYRUNT,0,Tyrunt,,ROCK,DRAGON,58,89,77,45,45,48,362,STRONGJAW,,STURDY,Monster,Dragon,Medium,45,72
UMBREON,0,Umbreon,,DARK,,95,65,110,60,130,65,525,SYNCHRONIZE,,INNERFOCUS,Field,,Medium,45,184
UNFEZANT,0,Unfezant,,NORMAL,FLYING,80,115,80,65,55,93,488,BIGPECKS,SUPERLUCK,RIVALRY,Flying,,Parabolic,45,244
UNOWN,0,Unown,,PSYCHIC,,48,72,48,72,48,48,336,LEVITATE,,,Undiscovered,,Medium,225,118
UNOWN_1,1,Unown,,PSYCHIC,,48,72,48,72,48,48,336,LEVITATE,,,Undiscovered,,Medium,225,118
UNOWN_10,10,Unown,,PSYCHIC,,48,72,48,72,48,48,336,LEVITATE,,,Undiscovered,,Medium,225,118
UNOWN_11,11,Unown,,PSYCHIC,,48,72,48,72,48,48,336,LEVITATE,,,Undiscovered,,Medium,225,118
UNOWN_12,12,Unown,,PSYCHIC,,48,72,48,72,48,48,336,LEVITATE,,,Undiscovered,,Medium,225,118
UNOWN_13,13,Unown,,PSYCHIC,,48,72,48,72,48,48,336,LEVITATE,,,Undiscovered,,Medium,225,118
UNOWN_14,14,Unown,,PSYCHIC,,48,72,48,72,48,48,336,LEVITATE,,,Undiscovered,,Medium,225,118
UNOWN_15,15,Unown,,PSYCHIC,,48,72,48,72,48,48,336,LEVITATE,,,Undiscovered,,Medium,225,118
UNOWN_16,16,Unown,,PSYCHIC,,48,72,48,72,48,48,336,LEVITATE,,,Undiscovered,,Medium,225,118
UNOWN_17,17,Unown,,PSYCHIC,,48,72,48,72,48,48,336,LEVITATE,,,Undiscovered,,Medium,225,118
UNOWN_18,18,Unown,,PSYCHIC,,48,72,48,72,48,48,336,LEVITATE,,,Undiscovered,,Medium,225,118
UNOWN_19,19,Unown,,PSYCHIC,,48,72,48,72,48,48,336,LEVITATE,,,Undiscovered,,Medium,225,118
UNOWN_2,2,Unown,,PSYCHIC,,48,72,48,72,48,48,336,LEVITATE,,,Undiscovered,,Medium,225,118
UNOWN_20,20,Unown,,PSYCHIC,,48,72,48,72,48,48,336,LEVITATE,,,Undiscovered,,Medium,225,118
UNOWN_21,21,Unown,,PSYCHIC,,48,72,48,72,48,48,336,LEVITATE,,,Undiscovered,,Medium,225,118
UNOWN_22,22,Unown,,PSYCHIC,,48,72,48,72,48,48,336,LEVITATE,,,Undiscovered,,Medium,225,118
UNOWN_23,23,Unown,,PSYCHIC,,48,72,48,72,48,48,336,LEVITATE,,,Undiscovered,,Medium,225,118
UNOWN_24,24,Unown,,PSYCHIC,,48,72,48,72,48,48,336,LEVITATE,,,Undiscovered,,Medium,225,118
UNOWN_25,25,Unown,,PSYCHIC,,48,72,48,72,48,48,336,LEVITATE,,,Undiscovered,,Medium,225,118
UNOWN_26,26,Unown,,PSYCHIC,,48,72,48,72,48,48,336,LEVITATE,,,Undiscovered,,Medium,225,118
UNOWN_27,27,Unown,,PSYCHIC,,48,72,48,72,48,48,336,LEVITATE,,,Undiscovered,,Medium,225,118
UNOWN_28,28,Unown,,PSYCHIC,,48,72,48,108,48,72,396,LIBERO,,PUREPOWER,Undiscovered,,Medium,225,118
UNOWN_29,29,Unown,,PSYCHIC,,48,108,48,72,48,72,396,PROTEAN,,MYSTICFORCE,Undiscovered,,Medium,225,118
UNOWN_3,3,Unown,,PSYCHIC,,48,72,48,72,48,48,336,LEVITATE,,,Undiscovered,,Medium,225,118
UNOWN_4,4,Unown,,PSYCHIC,,48,72,48,72,48,48,336,LEVITATE,,,Undiscovered,,Medium,225,118
UNOWN_5,5,Unown,,PSYCHIC,,48,72,48,72,48,48,336,LEVITATE,,,Undiscovered,,Medium,225,118
UNOWN_6,6,Unown,,PSYCHIC,,48,72,48,72,48,48,336,LEVITATE,,,Undiscovered,,Medium,225,118
UNOWN_7,7,Unown,,PSYCHIC,,48,72,48,72,48,48,336,LEVITATE,,,Undiscovered,,Medium,225,118
UNOWN_8,8,Unown,,PSYCHIC,,48,72,48,72,48,48,336,LEVITATE,,,Undiscovered,,Medium,225,118
UNOWN_9,9,Unown,,PSYCHIC,,48,72,48,72,48,48,336,LEVITATE,,,Undiscovered,,Medium,225,118
URSALUNA,0,Ursaluna,,GROUND,NORMAL,130,140,105,45,80,50,550,GUTS,BULLETPROOF,UNNERVE,Field,,Medium,20,275
URSALUNA_1,1,Ursaluna,,GROUND,NORMAL,113,70,120,135,65,52,555,MINDSEYE,,UNNERVE,Field,,Medium,20,275
URSARING,0,Ursaring,,NORMAL,,90,130,75,75,75,55,500,GUTS,QUICKFEET,UNNERVE,Field,,Medium,60,175
URSHIFU,0,Urshifu,,FIGHTING,DARK,100,130,100,63,60,97,550,UNSEENFIST,,,Undiscovered,,Slow,3,275
URSHIFU_1,1,Urshifu,,FIGHTING,WATER,100,130,100,63,60,97,550,UNSEENFIST,,,Undiscovered,,Slow,3,275
UXIE,0,Uxie,,PSYCHIC,,75,75,130,75,130,95,580,LEVITATE,,,Undiscovered,,Slow,3,290
VANILLISH,0,Vanillish,,ICE,,51,65,65,80,75,59,395,ICEBODY,SNOWCLOAK,WEAKARMOR,Mineral,,Slow,120,138
VANILLITE,0,Vanillite,,ICE,,36,50,50,65,60,44,305,ICEBODY,SNOWCLOAK,WEAKARMOR,Mineral,,Slow,255,61
VANILLUXE,0,Vanilluxe,,ICE,,71,95,85,110,95,79,535,ICEBODY,SNOWWARNING,WEAKARMOR,Mineral,,Slow,45,268
VAPOREON,0,Vaporeon,,WATER,,130,65,60,110,95,65,525,WATERABSORB,,HYDRATION,Field,,Medium,45,184
VAROOM,0,Varoom,,STEEL,POISON,45,70,63,30,45,47,300,OVERCOAT,,SLOWSTART,Mineral,,Medium,190,60
VELUZA,0,Veluza,,WATER,PSYCHIC,90,102,73,78,65,70,478,MOLDBREAKER,,SHARPNESS,Water2,,Fast,100,167
VENIPEDE,0,Venipede,,BUG,POISON,30,45,59,30,39,57,260,POISONPOINT,SWARM,SPEEDBOOST,Bug,,Parabolic,255,52
VENOMOTH,0,Venomoth,,BUG,POISON,70,65,60,90,75,90,450,SHIELDDUST,TINTEDLENS,WONDERSKIN,Bug,,Medium,75,158
VENONAT,0,Venonat,,BUG,POISON,60,55,50,40,55,45,305,COMPOUNDEYES,TINTEDLENS,RUNAWAY,Bug,,Medium,190,61
VENUSAUR,0,Venusaur,,GRASS,POISON,80,82,83,100,100,80,525,OVERGROW,,CHLOROPHYLL,Monster,Grass,Parabolic,45,263
VENUSAUR_1,1,Venusaur,,GRASS,POISON,80,100,123,122,120,80,625,THICKFAT,,THICKFAT,Monster,Grass,Parabolic,45,313
VESPERFUM,0,Vesperfum,,GRASS,DARK,85,72,75,118,75,110,535,OVERGROW,,UNBURDEN,Grass,Flying,Parabolic,45,100
VESPIQUEN,0,Vespiquen,,BUG,,102,80,102,80,102,40,506,QUEENLYMAJESTY,,HIVESHIELD,Bug,,Parabolic,45,166
VIBRAVA,0,Vibrava,,GROUND,DRAGON,50,70,50,50,50,70,340,LEVITATE,DUSTDEVIL,COMPOUNDEYES,Bug,Dragon,Parabolic,120,119
VICTINI,0,Victini,,PSYCHIC,FIRE,100,100,100,100,100,100,600,VICTORYSTAR,,,Undiscovered,,Slow,3,300
VICTREEBEL,0,Victreebel,,GRASS,POISON,80,105,65,100,70,70,490,CHLOROPHYLL,,GLUTTONY,Grass,,Parabolic,45,245
VIGOROTH,0,Vigoroth,,NORMAL,,80,80,80,55,55,90,440,VITALSPIRIT,,,Field,,Slow,120,154
VIKAVOLT,0,Vikavolt,,BUG,ELECTRIC,77,70,90,145,75,43,500,LEVITATE,,ELECTROMORPHOSIS,Bug,,Medium,45,250
VILEPLUME,0,Vileplume,,GRASS,POISON,75,80,85,110,90,50,490,EFFECTSPORE,AROMAVEIL,CORROSION,Grass,,Parabolic,45,245
VIRIZION,0,Virizion,,GRASS,FIGHTING,91,90,72,90,129,108,580,JUSTIFIED,,,Undiscovered,,Slow,3,290
VIVILLON,0,Vivillon,,BUG,FLYING,80,52,50,90,50,89,411,SHIELDDUST,COMPOUNDEYES,FRIENDGUARD,Bug,,Medium,45,206
VIVILLON_1,1,Vivillon,,BUG,FLYING,80,52,50,90,50,89,411,SHIELDDUST,COMPOUNDEYES,FRIENDGUARD,Bug,,Medium,45,206
VIVILLON_10,10,Vivillon,,BUG,FLYING,80,52,50,90,50,89,411,SHIELDDUST,COMPOUNDEYES,FRIENDGUARD,Bug,,Medium,45,206
VIVILLON_11,11,Vivillon,,BUG,FLYING,80,52,50,90,50,89,411,SHIELDDUST,COMPOUNDEYES,FRIENDGUARD,Bug,,Medium,45,206
VIVILLON_12,12,Vivillon,,BUG,FLYING,80,52,50,90,50,89,411,SHIELDDUST,COMPOUNDEYES,FRIENDGUARD,Bug,,Medium,45,206
VIVILLON_13,13,Vivillon,,BUG,FLYING,80,52,50,90,50,89,411,SHIELDDUST,COMPOUNDEYES,FRIENDGUARD,Bug,,Medium,45,206
VIVILLON_14,14,Vivillon,,BUG,FLYING,80,52,50,90,50,89,411,SHIELDDUST,COMPOUNDEYES,FRIENDGUARD,Bug,,Medium,45,206
VIVILLON_15,15,Vivillon,,BUG,FLYING,80,52,50,90,50,89,411,SHIELDDUST,COMPOUNDEYES,FRIENDGUARD,Bug,,Medium,45,206
VIVILLON_16,16,Vivillon,,BUG,FLYING,80,52,50,90,50,89,411,SHIELDDUST,COMPOUNDEYES,FRIENDGUARD,Bug,,Medium,45,206
VIVILLON_17,17,Vivillon,,BUG,FLYING,80,52,50,90,50,89,411,SHIELDDUST,COMPOUNDEYES,FRIENDGUARD,Bug,,Medium,45,206
VIVILLON_18,18,Vivillon,,BUG,FLYING,80,52,50,90,50,89,411,SHIELDDUST,COMPOUNDEYES,FRIENDGUARD,Bug,,Medium,45,206
